"Species","SpecGen","AltitudeNiche","WaterNiche","Range","FutureScenario","x","y","Vulnerability","Elevation","Precipitation","Temperature","Rugosity","Corridor_Strength","Habitat_Suitability","Start_Distance","Permuted_CorridorStr","Niche","logCrStr","logPermutedCrStr","jittered_x","jittered_y"
"HDlong","Specialist","High","Dry","long","ssp126",-952666.61893479,2255114.87135162,6716.392578125,726,2374.2275390625,23.170919418335,80.8832168579102,452.457122802734,73.0226287841797,17765.3515625,40.0035591125488,"HD",6.11469300241327,3.68896842796937,-952666.618925977,2255114.87134098
"HDlong","Specialist","High","Dry","long","ssp126",-1056123.66876904,2169423.17350911,7192.46923828125,1032,2990.31567382812,22.0051116943359,42.6381797790527,19.3731784820557,41.1448402404785,8680.19921875,130.479537963867,"HD",2.96388955699045,4.87121641725703,-1056123.66876958,2169423.17351352
"HDlong","Specialist","High","Dry","long","ssp126",-1001782.59208842,1406558.05856971,262299.875,1098,2649.95336914062,22.6590538024902,53.0896301269531,30.8603649139404,90.5319137573242,10503.361328125,28.4601364135742,"HD",3.42947267168495,3.34850438581867,-1001782.59209423,1406558.05857403
"HDlong","Specialist","High","Dry","long","ssp126",-901460.604370364,2256159.89205702,6583.58056640625,463,2498.03393554688,24.7932262420654,17.4480724334717,29.6544246673584,26.2717514038086,9844.7265625,194.067016601562,"HD",3.38961134423783,5.26820354581026,-901460.604368668,2256159.89204924
"HDlong","Specialist","High","Dry","long","ssp126",-922361.018478293,2087911.55848819,35038.50390625,555,3255.357421875,25.3103847503662,91.2540664672852,26.8282051086426,5.27555418014526,17689.591796875,807.746948242188,"HD",3.28945376352818,6.69424882660052,-922361.018477146,2087911.55849642
"HDlong","Specialist","High","Dry","long","ssp126",-884740.273084021,2354391.83836429,7949.72265625,847,2400.80810546875,23.4914684295654,99.5193634033203,45.2708702087402,76.2121887207031,15804.9736328125,64.6616744995117,"HD",3.8126637838993,4.1691686689541,-884740.27308061,2354391.83835609
"HDlong","Specialist","High","Dry","long","ssp126",-936991.308353843,2116127.1175339,22465.880859375,387,3330.3115234375,25.6418609619141,69.1625823974609,24.6087303161621,2.00457382202148,47560.71875,218.994491577148,"HD",3.20310127088033,5.38904657688441,-936991.308355992,2116127.1175312
"HDlong","Specialist","High","Dry","long","ssp126",-1009097.7370262,2254069.85064623,2071.04565429688,812,2395.93994140625,23.1133213043213,58.8464241027832,197.321578979492,82.2948455810547,6494.7744140625,195.257110595703,"HD",5.28483477845947,5.27431720596041,-1009097.73701196,2254069.85064925
"HDlong","Specialist","High","Dry","long","ssp126",-971476.991631926,2355436.85906968,2235.00756835938,760,2006.48681640625,22.6792030334473,68.1064758300781,64.6089401245117,22.9793853759766,5841.8408203125,17.6011123657227,"HD",4.16835279323357,2.86796210264479,-971476.991634978,2355436.85906859
"HDlong","Specialist","High","Dry","long","ssp126",-893100.438727193,2360661.96259667,10169.47265625,497,2384.01098632812,24.5242385864258,79.1917343139648,16.9398345947266,30.3295803070068,24675.513671875,17.5998458862305,"HD",2.82966792499245,2.86789014554159,-893100.438733794,2360661.96259666
"HDlong","Specialist","High","Dry","long","ssp126",-1001782.59208842,2261384.995584,3106.76635742188,694,2326.18994140625,23.715799331665,81.0089874267578,30.4179000854492,61.4824638366699,2456.53125,290.693145751953,"HD",3.41503125372683,5.6722682288622,-1001782.5920731,2261384.99558019
"HDlong","Specialist","High","Dry","long","ssp126",-877425.128146246,2223764.25018973,1726.23303222656,913,2548.62719726562,23.0679702758789,72.2577590942383,29.1323947906494,92.7889175415039,5225.103515625,72.7720031738281,"HD",3.37185077805052,4.28733130944787,-877425.128142069,2223764.25017703
"HDlong","Specialist","High","Dry","long","ssp126",-946396.494702411,2281240.38898653,2529.20288085938,736,2209.53491210938,23.5465278625488,54.169261932373,27.8466625213623,47.9727935791016,5355.61279296875,110.729827880859,"HD",3.32671312153913,4.70709325130493,-946396.494702778,2281240.3889911
"HDlong","Specialist","High","Dry","long","ssp126",-944306.453291619,2327221.30002398,13657.9453125,395,2031.83081054688,25.139289855957,7.79319381713867,23.9912204742432,3.56311321258545,22147.685546875,77.8004531860352,"HD",3.17768794984864,4.35414725618069,-944306.453287653,2327221.30003225
"HDlong","Specialist","High","Dry","long","ssp126",-863839.858976092,2243619.64359226,3086.7294921875,1083,2436.92431640625,22.0114498138428,94.5072021484375,32.3349075317383,73.6749877929688,4863.62890625,119.980743408203,"HD",3.47614737519873,4.78733125830679,-863839.858981255,2243619.64361083
"HDlong","Specialist","High","Dry","long","ssp126",-873245.04532466,2290645.5753351,0,490,2374.94653320312,24.3375415802002,43.730297088623,189.967514038086,33.6045455932617,6817.45703125,20.0714340209961,"HD",5.24685307879504,2.99929761122715,-873245.045334072,2290645.57532516
"HDlong","Specialist","High","Dry","long","ssp126",-817858.947938648,2239439.56077068,17007.259765625,104,2168.81787109375,26.7037010192871,9.84110832214355,164,1.05771493911743,41597.15625,649.075256347656,"HD",5.0998664278242,6.47554866737393,-817858.94793072,2239439.5607739
"HDlong","Specialist","High","Dry","long","ssp126",-875335.086735453,2272880.22334336,2907.22583007812,322,2357.52612304688,24.0363121032715,107.567604064941,17.3072090148926,18.0812492370605,21635.619140625,28.6927661895752,"HD",2.85112312076903,3.35664504185213,-875335.086735788,2272880.22332117
"HDlong","Specialist","High","Dry","long","ssp126",-788598.368187548,2241529.60218147,23604.3125,80,1978.99597167969,26.4573192596436,20.1397972106934,155.063858032227,1.0060031414032,16946.345703125,137.81982421875,"HD",5.04383701938047,4.92594721048746,-788598.368184166,2241529.60218273
"HDlong","Specialist","High","Dry","long","ssp126",-938036.32905924,2258249.93346781,522.510375976562,760,2442.51147460938,23.8267154693604,87.2172470092773,40.0035591125488,71.4859771728516,11495.2275390625,367.50244140625,"HD",3.68896842796937,5.90672996191314,-938036.329071419,2258249.9334741
"HDlong","Specialist","High","Dry","long","ssp126",-1003872.63349922,2301095.78238907,348.340240478516,633,2131.39379882812,23.6196575164795,100.678833007812,31.942195892334,30.6013278961182,8584.81640625,667.945190429688,"HD",3.46392789096636,6.50420611991538,-1003872.63349968,2301095.78237252
"HDlong","Specialist","High","Dry","long","ssp126",-1016412.88196397,2260339.97487861,3672.72485351562,644,2406.521484375,23.6694297790527,55.9028053283691,23.8112125396729,73.012809753418,8360.166015625,25.5165767669678,"HD",3.17015658484985,3.23932831025372,-1016412.88196478,2260339.97488775
"HDlong","Specialist","High","Dry","long","ssp126",-985062.26080208,2163153.04927674,4816.23486328125,767,3064.52490234375,23.2149620056152,77.6997833251953,31.6037940979004,39.9583511352539,7252.75927734375,16.7439804077148,"HD",3.45327717977473,2.8180388150352,-985062.260806835,2163153.04928064
"HDlong","Specialist","High","Dry","long","ssp126",-980882.177980494,1468214.2801881,237942.3125,545,2610.15649414062,25.1728782653809,84.6177368164062,23.351957321167,29.7903861999512,17233.322265625,122.575904846191,"HD",3.15068080591941,4.80873046948999,-980882.17797604,1468214.28018481
"HDlong","Specialist","High","Dry","long","ssp126",-833534.258519595,2236304.49865449,14459.0546875,304,2271.27905273438,25.6774559020996,88.1589050292969,48.4982452392578,3.36073994636536,26159.357421875,27.8466625213623,"HD",3.88152761665504,3.32671312153913,-833534.258520061,2236304.49865878
"HDlong","Specialist","High","Dry","long","ssp126",-850254.589805938,2238394.54006528,7471.294921875,846,2385.07568359375,23.2603893280029,93.7162780761719,53.5892677307129,71.8156509399414,9431.5927734375,65.056640625,"HD",3.98134881912366,4.17525828468287,-850254.589816217,2238394.54007254
"HDlong","Specialist","High","Dry","long","ssp126",-1051943.58594745,2130757.40740945,15196.6513671875,1182,3135.42041015625,20.9582138061523,51.8275413513184,22.5791683197021,13.1902027130127,9578.2529296875,74.279670715332,"HD",3.11702772543477,4.30783730345545,-1051943.58594315,2130757.40741444
"HDlong","Specialist","High","Dry","long","ssp126",-843984.465573559,2268700.14052178,11866.36328125,419,2275.12377929688,24.8540344238281,65.9707260131836,84.8348617553711,8.18949508666992,28307.560546875,24.8430671691895,"HD",4.44070656392289,3.21257872646313,-843984.465582344,2268700.14052637
"HDlong","Specialist","High","Dry","long","ssp126",-779193.181838979,2242574.62288687,26273.505859375,335,2077.94848632812,24.5640964508057,47.0482749938965,69.0233688354492,4.09032344818115,7741.26806640625,22.668327331543,"HD",4.23444512603318,3.12096867845117,-779193.181844683,2242574.62289256
"HDlong","Specialist","High","Dry","long","ssp126",-912955.832129725,2356481.87977508,2719.18774414062,805,2206.24658203125,23.1064186096191,103.204383850098,42.7705383300781,48.0248069763184,8283.033203125,25.6222114562988,"HD",3.75584950878757,3.24345961031951,-912955.832114587,2356481.87977798
"HDlong","Specialist","High","Dry","long","ssp126",-1014322.84055318,2158972.96645515,8376.4794921875,963,2982.10083007812,22.1142635345459,30.8017597198486,18.1057739257812,46.3158378601074,7829.296875,112.729301452637,"HD",2.89623088882602,4.72498938239604,-1014322.84056043,2158972.96647007
"HDlong","Specialist","High","Dry","long","ssp126",-1001782.59208842,1397152.87222114,265775.25,564,2587.52416992188,23.6415996551514,70.1336517333984,17.1949481964111,71.917854309082,9606.3603515625,31.1075611114502,"HD",2.84461563116734,3.43745091219036,-1001782.59209175,1397152.872218
"HDlong","Specialist","High","Dry","long","ssp126",-1059258.73088523,2127622.34529326,17846.8125,857,3281.21069335938,22.5992279052734,60.0594787597656,31.4943256378174,15.0639362335205,7829.296875,26.3751449584961,"HD",3.44980739112271,3.27242208783785,-1059258.73089814,2127622.34528586
"HDlong","Specialist","High","Dry","long","ssp126",-935946.287648447,2392012.58375856,984.110168457031,899,2176.814453125,22.301155090332,79.8438262939453,63.6181983947754,42.0217247009277,4180.0830078125,138.164367675781,"HD",4.15289956769896,4.92844404651029,-935946.287658544,2392012.58375622
"HDlong","Specialist","High","Dry","long","ssp126",-1033133.21325032,2163153.04927674,3810.94921875,1185,2917.08203125,21.0035915374756,33.6198234558105,20.1565036773682,27.6823253631592,6817.45703125,69.7447814941406,"HD",3.0035269994607,4.24484260061422,-1033133.21323941,2163153.04929045
"HDlong","Specialist","High","Dry","long","ssp126",-1025818.06831254,2173603.2563307,1750.38806152344,1173,2878.87182617188,21.713264465332,46.8497581481934,21.5794010162354,48.5729331970215,3452.25170898438,281.264617919922,"HD",3.07173920301453,5.63929592699437,-1025818.06830488,2173603.25632209
"HDlong","Specialist","High","Dry","long","ssp126",-1020592.96478556,2214359.06384116,0,1377,2548.73779296875,20.2383975982666,72.5054779052734,36.3666076660156,24.4123115539551,11228.576171875,54.1320457458496,"HD",3.59365098178689,3.99142635329352,-1020592.9647833,2214359.06382994
"HDlong","Specialist","High","Dry","long","ssp126",-993422.426445252,2145387.697285,10008.0009765625,1247,2944.46606445312,20.4400825500488,104.283790588379,16.5387744903564,18.3152694702148,8680.19921875,55.6377296447754,"HD",2.80570759315981,4.01886156185132,-993422.426447096,2145387.69728174
"HDlong","Specialist","High","Dry","long","ssp126",-788598.368187548,2243619.64359226,23588.0390625,69,1988.67919921875,26.5679874420166,18.6529426574707,48.985164642334,1.00412368774414,16395.345703125,83.2262268066406,"HD",3.89151748986749,4.42156252419523,-788598.36818499,2243619.64360167
"HDlong","Specialist","High","Dry","long","ssp126",-975657.074453512,2228989.35371671,2719.33862304688,881,2553.41845703125,23.4001502990723,65.9833374023438,392.410369873047,91.0171432495117,3452.25170898438,72.7720031738281,"HD",5.97230815413369,4.28733130944787,-975657.074434229,2228989.35372333
"HDlong","Specialist","High","Dry","long","ssp126",-964161.846694151,2227944.33301132,1360.31213378906,560,2681.92529296875,24.1550159454346,60.2896041870117,406.761383056641,63.107479095459,1045.02075195312,49.6263160705566,"HD",6.00822673109574,3.90452125896918,-964161.8466913,2227944.33301928
"HDlong","Specialist","High","Dry","long","ssp126",-979837.157275098,2232124.4158329,174.170120239258,964,2498.99047851562,22.3102397918701,75.8864822387695,180.763366699219,82.3838577270508,5504.30517578125,97.3972244262695,"HD",5.19718880961426,4.57879771359224,-979837.157279643,2232124.4158468
"HDlong","Specialist","High","Dry","long","ssp126",-943261.432586222,2349166.7348373,11193.7734375,862,2104.32348632812,22.0217151641846,94.1097946166992,16.7284717559814,28.7723846435547,12545.712890625,203.947036743164,"HD",2.81711216330576,5.3178603363281,-943261.432580177,2349166.73484793
"HDlong","Specialist","High","Dry","long","ssp126",-944306.453291619,2276015.28545955,174.170120239258,805,2237.23901367188,22.9552326202393,69.6780242919922,52.6171836853027,52.607837677002,1477.88244628906,455.308013916016,"HD",3.96304275242577,6.12097414358275,-944306.453300114,2276015.28544597
"HDlong","Specialist","High","Dry","long","ssp126",-1004917.65420461,2283330.43039733,696.680480957031,729,2215.19067382812,23.9678249359131,64.2569961547852,18.5849380493164,44.5946388244629,9405.1865234375,60.9954795837402,"HD",2.92235147037354,4.1107997562428,-1004917.65421073,2283330.43040799
"HDlong","Specialist","High","Dry","long","ssp126",-1002827.61279382,2297960.72027288,0,679,2146.8896484375,23.212682723999,66.8043518066406,175.312805175781,35.9134941101074,5841.8408203125,43.6233215332031,"HD",5.16657183646862,3.77559190489882,-1002827.61280159,2297960.72027346
"HDlong","Specialist","High","Dry","long","ssp126",-940126.370470033,2266610.09911098,3149.263671875,415,2472.0126953125,24.9143218994141,57.4117202758789,163.731384277344,18.4798774719238,6494.7744140625,861.393981933594,"HD",5.09822718425039,6.75855198621715,-940126.370472439,2266610.09911609
"HDlong","Specialist","High","Dry","long","ssp126",-895190.480137985,2230034.37442211,2132.30224609375,854,2507.4091796875,22.9506130218506,59.9672470092773,36.1060104370117,93.2014312744141,2456.53125,178.521987915039,"HD",3.58645934558028,5.18471177523032,-895190.480132959,2230034.37443197
"HDlong","Specialist","High","Dry","long","ssp126",-978792.136569701,2236304.49865449,1435.62170410156,714,2505.56787109375,23.2573337554932,53.2674026489258,493.978454589844,88.6154327392578,2456.53125,29.3006553649902,"HD",6.2024919020462,3.37760988317868,-978792.13657518,2236304.49863895
"HDlong","Specialist","High","Dry","long","ssp126",-972522.012337323,2180918.40126848,2185.3896484375,1072,2833.14990234375,21.8551559448242,74.1607284545898,86.4532165527344,59.1930160522461,14384.62109375,114.479682922363,"HD",4.45960341852486,4.74039736552356,-972522.012332073,2180918.40127714
"HDlong","Specialist","High","Dry","long","ssp126",-921315.997772897,2104631.88977453,27784.96875,157,3285.33203125,26.8308353424072,39.6009521484375,46.3971328735352,1.00796926021576,28310.982421875,16.9896240234375,"HD",3.8372376658044,2.83260280615338,-921315.997769282,2104631.8897783
"HDlong","Specialist","High","Dry","long","ssp126",-996557.488561441,2204953.87749259,3345.2890625,1278,2603.3212890625,19.7699699401855,94.0015182495117,38.860408782959,16.6284484863281,2090.04150390625,96.8976974487305,"HD",3.65997596327016,4.57365575647539,-996557.488566644,2204953.87750201
"HDlong","Specialist","High","Dry","long","ssp126",-958936.743167169,2383652.41811539,2890.39526367188,641,2063.83154296875,22.9155902862549,101.249671936035,29.1762466430664,28.8131523132324,15814.939453125,110.657775878906,"HD",3.37335490709919,4.70644233857745,-958936.743168722,2383652.41812525
"HDlong","Specialist","High","Dry","long","ssp126",-907730.728602743,2360661.96259667,5417.65234375,569,2258.84326171875,24.167179107666,66.8412399291992,19.6252517700195,37.8610229492188,14778.82421875,204.474670410156,"HD",2.97681709263176,5.32044410673641,-907730.72859629,2360661.96260115
"HDlong","Specialist","High","Dry","long","ssp126",-1019547.94408016,2279150.34757574,2125.01342773438,923,2386.10668945312,22.2930335998535,44.3708877563477,25.4673366546631,69.9340591430664,12469.9296875,23.3786430358887,"HD",3.23739671558748,3.15182291483385,-1019547.94406617,2279150.34757826
"HDlong","Specialist","High","Dry","long","ssp126",-940126.370470033,2210178.98101958,7186.44189453125,896,2744.8212890625,23.656587600708,77.3311996459961,97.3035583496094,78.8623123168945,2955.76489257812,37.2150650024414,"HD",4.57783555943394,3.6167136524835,-940126.370472799,2210178.98102843
"HDlong","Specialist","High","Dry","long","ssp126",-943261.432586222,2358571.92118587,10211.041015625,866,2130.30981445312,22.0751304626465,90.7585601806641,37.311710357666,31.1781215667725,15446.8154296875,24.7086124420166,"HD",3.61930722798526,3.20715186472156,-943261.432586925,2358571.92118593
"HDlong","Specialist","High","Dry","long","ssp126",-961026.784577962,2208088.93960878,4463.46630859375,757,2728.22875976562,23.4860610961914,95.2327117919922,30.3414859771729,86.3872833251953,12373.513671875,20.8636016845703,"HD",3.41251595021519,3.03800609452339,-961026.784591576,2208088.93962485
"HDlong","Specialist","High","Dry","long","ssp126",-993422.426445252,2171513.21491991,5153.6025390625,826,2865.3662109375,21.9278469085693,86.0511016845703,35.2073860168457,53.9719734191895,10345.1767578125,55.3810997009277,"HD",3.56125589061684,4.01423837491164,-993422.426453431,2171513.21491746
"HDlong","Specialist","High","Dry","long","ssp126",-932811.225532258,2262430.0162894,0,440,2566.2998046875,25.1909141540527,47.3718528747559,40.0114936828613,19.0366668701172,7741.26806640625,22.1440963745117,"HD",3.68916675491064,3.09757093159846,-932811.225558843,2262430.01628315
"HDlong","Specialist","High","Dry","long","ssp126",-917135.914951311,2344986.65201572,870.8505859375,941,2209.02172851562,22.340295791626,106.417663574219,47.8100814819336,47.8313102722168,5474.1865234375,58.4207572937012,"HD",3.86723652692298,4.06767125979412,-917135.914952147,2344986.65202536
"HDlong","Specialist","High","Dry","long","ssp126",-1040448.35818809,2232124.4158329,6680.923828125,715,2637.95581054688,23.2866268157959,44.8203163146973,210.654205322266,91.5265884399414,6894.8837890625,46.4846038818359,"HD",5.35021795177793,3.83912115845247,-1040448.35818564,2232124.41583321
"HDlong","Specialist","High","Dry","long","ssp126",-962071.805283358,2262430.0162894,1199.18737792969,695,2349.29858398438,24.4711589813232,69.6326141357422,16.7439804077148,35.0917091369629,11220.8173828125,566.801879882812,"HD",2.8180388150352,6.34000982447089,-962071.805289354,2262430.01629092
"HDlong","Specialist","High","Dry","long","ssp126",-994467.447150648,2141207.61446341,11197.5263671875,1015,3032.11645507812,21.5184917449951,93.4675750732422,32.3714942932129,27.9057483673096,5225.103515625,157.846466064453,"HD",3.477278229777,5.06162282681834,-994467.447148649,2141207.61447241
"HDlong","Specialist","High","Dry","long","ssp126",-856524.714038317,2266610.09911098,12913.3642578125,365,2345.71313476562,25.1265544891357,64.7378005981445,75.3443450927734,10.9398345947266,25389.693359375,76.1939926147461,"HD",4.3220688737197,4.33328262250797,-856524.714058209,2266610.09910854
"HDlong","Specialist","High","Dry","long","ssp126",-949531.556818601,2187188.52550085,4524.72900390625,588,2925.90307617188,23.8349761962891,75.2103118896484,44.8201179504395,53.0153160095215,2090.04150390625,29.2778606414795,"HD",3.80265710001679,3.37683162090045,-949531.556797987,2187188.52551059
"HDlong","Specialist","High","Dry","long","ssp126",-987152.302212873,2338716.52778334,348.340240478516,858,2013.07922363281,22.9717998504639,78.927604675293,252.994476318359,26.7101516723633,16827.861328125,71.6752395629883,"HD",5.53336765575542,4.27214535411457,-987152.302198507,2338716.52779155
