"X","Y"
-1552102.4518485,1564148.19471371
-1646490.23704988,1786362.69409715
-1367911.10789269,1583635.80060914
-802732.885643961,2360151.26237958
-836135.981572869,2409388.82814333
-1435972.40552012,1454782.90398871
-1528952.32971994,1689642.33813828
-834226.692226991,2406658.88747664
-1204511.04986899,2204351.68422637
-1465317.80706048,1859316.95451305
-1495384.92352058,1682735.96071551
-866998.889636393,2495504.78332982
-1419396.61038301,1499755.59719576
-1309303.14529443,1429831.25167235
-1713303.95940375,1788359.67728455
-1508206.61138846,1616163.76323791
-1450767.91937023,1632376.20362023
-1519902.26033221,1511142.8028941
-1533435.30350229,1392226.09802886
-1697467.13383019,1667259.02693868
-1572958.96997156,1552521.99138242
-1673304.4585704,1717275.07764204
-953037.187788326,1468292.77746856
-879296.630180156,2154512.83813181
-1637296.0132803,1749742.09267913
-1574282.33661821,1646243.91616021
-1612368.05965447,1754891.67049655
-1435573.20115192,1483623.25819252
-1720022.07687828,1748003.41806019
-1504487.89370172,1364806.57730926
-1099200.10395352,1668280.82167894
-1654382.66842061,1700197.89065427
-1519339.09287307,1694899.31506233
-1543545.17627106,1519529.60438417
-1564761.01706826,1430054.99844414
-1586010.15289074,1647539.79484307
-1462246.5606077,1945662.28344099
-890201.192423831,2029130.56673127
-946742.4872609,1494419.9660019
-1483299.41935426,1511057.09567649
-878175.429347462,2178917.95081315
-1605741.43739089,1765716.97023159
-1537135.90381477,1709260.55299603
-1375174.88955323,1469168.92516562
-1278442.17452433,1561715.95026344
-1538389.31188683,1769219.0289732
-1038908.91645213,1301760.57055221
-1567641.96630092,1742958.91150945
-1643021.93538896,1673141.24790204
-1385445.60941198,1440824.03433076
-819257.779705391,2189916.53094439
-1289442.56298772,1589019.80254441
-915564.859533309,2149697.8257682
-1455832.20640754,1962986.62513728
-924320.220553863,2108122.53833763
-1189197.94478011,2233004.88162963
-797914.205287965,2350981.05627936
-866986.650060598,1914529.99024847
-1519108.84278069,1513102.12601382
-1681084.23040031,1857610.97813725
-1652307.22206301,1727964.27189135
-1541957.50853386,1715689.74305468
-859102.183821866,2377211.19360983
-1172178.10961611,2217765.84934685
-1451600.69421938,1428069.36317605
-1517450.20712222,1639604.21294389
-1318670.45926099,1541766.10934806
-1680374.40506208,1747377.06658472
-1730165.67611005,1752186.19616035
-1660980.79263027,1608115.42257271
-728915.496012743,2376848.21971505
-1699176.4767891,1761561.54200478
-1474727.70097643,1536419.57071395
-1568015.96816094,1680955.04807288
-977274.24951901,1722092.36800615
-1481634.67792455,1750156.56091186
-1532150.21392599,1541212.81171721
-1521225.02931647,1466906.94778722
-816288.258870629,2387657.14155684
-1576819.22964016,1660442.77583797
-1362916.75299448,1454355.42137465
-1000525.07371783,1611505.94754747
-847825.813345142,2168527.02318223
-1463616.54360247,1455365.64709144
-1505143.9450852,1608663.8378979
-885632.919650313,2090466.54410873
-1429000.10540338,1951024.85311287
-864127.59382214,2458623.57570199
-897336.682651995,2025150.15643479
-1543231.59910754,1565563.41639812
-1253960.45660832,1553166.06397252
-1317913.42983621,1524538.6694638
-1478178.97272743,1808363.08358939
-1714870.28145603,1768290.52316796
-1499806.68970864,1573510.7090465
-1556040.49927035,1657702.1466968
-1653980.17839074,1660126.34053687
-1534994.14258557,1632022.95051587
-1520856.60396212,1424626.087404
-1349146.95094391,1484760.16783488
-1104203.22641777,1584908.00484768
-1438461.35745836,1618622.93805547
-1718443.0035142,1799479.39818211
-1355916.75680819,1476771.41076758
-1607867.33540217,1737986.49224846
-1378495.83723151,1502624.73516288
-1614756.52815177,1749050.20434531
-1037288.13071731,1588249.44597237
-912149.882938463,2096268.6910296
-1360094.13530992,1588777.69245506
-1570154.20173999,1791371.65992345
-1660929.75273217,1623423.55905711
-1522541.86505506,1405297.00474278
-1510168.80455335,1459779.76394806
-840562.709083212,2037137.16653735
-1598040.53168923,1722306.65234477
-859138.75334091,2182268.11994822
-1434071.59155693,1433723.9275113
-853839.423573636,2090431.04781692
-899051.968599409,1991132.83861141
-855956.173309328,2068732.44785972
-1503586.91040595,1685191.51892105
-1687420.6757135,1616210.68944837
-1636287.50043311,1714537.15611286
-1536569.26001264,1645324.93838611
-1537604.78576242,1525590.36955999
-1352065.46571203,1529732.30175393
-1155613.16320955,1550404.50873792
-917195.808014746,2113035.21706537
-821553.800583821,2447757.17291594
-1499881.65600693,1503514.14269927
-1351814.42722259,1405811.79308834
-1032307.43584931,1651543.02646048
-1018703.14078183,1593671.2913029
-1457594.71068087,1961957.17399293
-1592092.27590328,1677783.86223833
-1430181.4069028,1445448.14259568
-1695103.19229393,1673121.62538441
-1030284.47259671,1566464.80023568
-1566081.60164839,1764941.78252338
-1675444.02680355,1886370.7210024
-1468925.47794572,1400282.12689085
-1636822.91484949,1707832.68264443
-1480572.2005903,1491995.1826349
-1569941.95819919,1563220.87272646
-1367566.32534053,1478162.57007525
-1364548.48561081,1470615.84873929
-1359215.9624784,1510222.99551808
-1456012.94446222,1537333.59572911
-1473976.3024089,1870279.99416642
-1535140.8891176,1582260.59149765
-1662538.66632207,1734073.70241131
-1450633.86367486,1967959.69935001
-809252.537414624,2121718.13612084
-1433280.33688987,1965002.19326825
-878899.349345695,2204180.55566256
-1608239.78712555,1660692.31845385
-1464007.77117496,1944631.84662638
-1552142.50649538,1686548.87741265
-889427.445995013,2095998.20158445
-1348909.50061987,1578749.43197437
-959968.233941501,1490159.14771437
-880560.214243638,2198516.77907351
-1535117.5621977,1546813.13277793
-865946.370794537,1973202.78931203
-1331568.79289249,1591012.26993906
-1534860.49502871,1454679.25926052
-1679317.88989061,1728380.30935735
-1486480.39106916,1629677.50187061
-1038339.11934862,1644646.71819745
-1588682.30322392,1630193.07489862
-1359193.16424212,1529410.17815765
-819751.114125942,2414463.27152691
-1583920.38942764,1641915.58539045
-1669925.08719449,1640135.62932889
-1515433.21933991,1706543.35694655
-1525907.08569561,1664974.53718206
-1321243.83641176,1579978.73586453
-1622323.64726317,1739119.01843464
-820914.464907259,2423699.42302966
-1436446.26734327,1613936.49981369
-824409.626199221,2348424.06353824
-1235270.64364079,2130018.51199486
-1475148.56155244,1709493.37300719
-831421.345016453,2168039.25626796
-1297857.33667052,1556092.02556203
-1314745.59507655,1574517.75813083
-1695998.41362113,1673071.2636764
-1629130.06218767,1665300.87199269
-1574382.07892211,1699709.20491437
-1422276.39050146,1447747.65843332
-1205128.23246274,2196839.92621152
-1705686.971201,1781180.24268862
-1604061.27618606,1615988.17464402
-867983.525243699,2140762.92786832
-1503358.74468441,1555129.70674251
-1649496.16047274,1791905.53169943
-912702.956562946,1458981.70571238
-910502.154920538,2101958.27935561
-876687.203835189,1969115.80482215
-1693151.10033226,1750473.48615271
-853833.065012972,2188036.48972029
-1669153.67217483,1805089.48405923
-1490502.66526825,1369362.04907318
-1647459.87825496,1721556.76598718
-844978.442603109,2363668.53482393
-977848.001082092,1601727.19678395
-858471.197097771,2029097.53917793
-1358106.47646024,1466105.24589741
-1578054.7733914,1632664.36418994
-1648837.74333228,1713854.12343322
-1160145.02549445,1552146.48930357
-1115544.97124949,1625633.3526722
-1481617.76312575,1694867.57702232
-1520926.6309355,1373606.36845839
-1431728.7269532,1440567.09751101
-1700634.17988176,1884021.96413042
-1528729.1866207,1474210.24391916
-869188.670609381,2087176.81618966
-1641527.49579821,1695175.83026808
-1682667.48941318,1659492.96126114
-1648235.7337541,1785316.44132568
-1485255.6693008,1659364.6366418
-1292520.06527734,1577397.60341981
-1360363.7133241,1476569.71055816
-1026857.00973044,1623052.88224984
-1673555.03349495,1640889.90795753
-998690.696216256,2355354.64277868
-1375462.49530041,1359473.52356827
-1393711.64687872,1561377.79674966
-1535547.49329618,1625301.43645406
-1608348.8824521,1629148.5203795
-1525176.85595909,1686016.0549457
-1583877.8084516,1658161.98728153
-1730951.08969835,1781647.74166229
-1509744.95331005,1557684.15421752
-1514656.45900976,1513327.40138705
-1605397.61665284,1776203.93006352
-1602934.55550697,1628481.19744646
-1637432.29785705,1619929.46176407
-1625527.71613164,1681727.2723694
-1442792.05569008,1615545.98928146
-1602896.5051596,1763012.19457913
-1709750.48097086,1678022.88912578
-1309130.59648723,1527800.67631653
-1687336.53490135,1726980.16761776
-1315177.32173039,1563961.90584161
-890393.639962284,2035723.29400956
-941008.942849409,1826017.82967036
-855471.228137212,2181433.88907835
-1729912.88838247,1795022.68796329
-1708339.317665,1732470.52821218
-1502388.37103605,1860349.2737543
-1481573.48512795,1530328.56225874
-1438656.0226113,1492117.18159178
-1542614.04838508,1746152.35624754
-841209.057210732,2393483.67719994
-1510983.04758947,1617937.50093827
-1698701.47536033,1641393.26937527
-836711.584522254,2362964.82335382
-929683.426587861,2105140.57930487
-830289.301832604,2465098.97652376
-1431987.37997705,1464583.47413379
-1519866.36266787,1705366.57495862
-1555747.7291399,1721655.92593915
-1436115.29393445,1644549.31792322
-1641989.8762842,1753296.74398202
-999857.347927098,1591432.47238266
-850139.070992781,2186265.94656348
-1348974.80764411,1540419.10648164
-1630009.06053059,1631807.78377682
-905336.316561354,2050359.08194579
-1536521.55839846,1591764.23324411
-1573687.47143732,1669202.26589646
-1560272.86255554,1635503.38621944
-1366239.38958829,1468617.36834051
-841638.535570652,2409239.326409
-1677735.28118222,1732280.35985224
-1590822.87612108,1636772.31962089
-1330443.90086847,1425050.7356252
-1317769.33934263,1561932.10372543
-1547128.07961981,1606533.33329787
-1435922.33702924,1509525.56407348
-1416263.40834982,1949729.50883965
-1327664.42688105,1362602.83195635
-1238130.73129816,1537527.53132515
-837919.883096245,2407486.11288824
-979774.112494793,1771541.6717501
-1541200.26541301,1683292.33216115
-1569988.12529795,1736167.97545076
-1510077.6770011,1797282.00976121
-1620529.26894052,1739215.33910601
-1664784.50611395,1840478.36856763
-1630851.39895173,1630806.0418163
-1144436.97594336,1632197.69347058
-1565239.88088314,1593154.31972109
-1530038.58547286,1517343.69554707
-1696786.46448295,1671117.17854679
-1467405.07220053,1977547.51365248
-1476703.57721425,1377753.75717417
-1386332.02985398,1421548.93527131
-1570632.14429172,1817963.17651673
-1685392.3211514,1788976.27952492
-1525976.09424721,1684066.70331465
-890404.602670331,1943191.13823441
-1663500.22263426,1702558.35218757
-1435905.90492982,1416322.11417596
-1663665.53341502,1656727.16440358
-1470304.55120092,2000066.16269899
-1429574.60360777,1488711.39770173
-1509562.57140349,1607485.57978809
-1593061.5432509,1730194.99693758
-1416810.57448705,1558380.38236805
-1476909.53916997,1800820.28080471
-1491817.0658781,1449166.95019986
-1381040.30419186,1480425.47605729
-1221186.96580233,2187778.0245566
-1374715.46930227,1497999.14727659
-1532915.62076236,1503762.31355575
-945214.515044666,1587456.86645966
-1490169.82387488,1487678.65039487
-919413.485783952,2035804.86844275
-1530622.81835722,1424127.58796024
-1533138.65385086,1421112.74414284
-1361756.59802332,1507228.83972464
-1509960.65616348,1704910.1090943
-908775.112544253,1892468.09929391
-807140.754429525,2353529.82680342
-1675866.43198147,1634069.8264718
-1480869.21846951,1443942.97978263
-1639060.53036256,1732498.29182179
-1517463.2816962,1872877.56588375
-1533337.68570836,1776137.14522507
-1529727.01061948,1634203.19507623
-1524963.88986662,1664067.19569225
-1520141.22880162,1463118.64163424
-1364950.00327781,1656458.31728102
-1530800.31050095,1797191.75719376
-1567240.51288004,1443387.66610075
-1555967.36075544,1569696.25321147
-1595812.55017561,1663263.45645454
-1566229.49084513,1663860.63846943
-1703318.32274743,1723223.19741659
-1532523.87608828,1496103.19561825
-1311665.28896321,1544949.02857363
-1586127.57354751,1598759.66235371
-996261.859712872,1808096.8124028
-1538610.0619338,1475625.28282725
-1207669.48889497,1556980.4654544
-1675349.97681853,1657034.92467678
-1567721.93980705,1658051.79284519
-1533737.30059282,1801796.87020462
-1591313.73267583,1629097.89706693
-1563905.18901117,1740294.618388
-1460809.89997824,1470876.80217241
-1526156.96759399,1723166.33493928
-842647.778450441,2446263.95503916
-1653451.10071412,1666841.2877543
-1474834.12369879,1795216.5984997
-1660666.58888821,1618655.96368466
-1377583.18169759,1444071.4164938
-1522271.44499612,1770986.5119609
-1712483.0321608,1821675.48659382
-1277387.49593303,1557928.161833
-1662393.80512787,1585065.63575019
-1543971.70304795,1737509.10983159
-1311635.27164287,1585187.28160041
-1668190.30950807,1820347.36885339
-1453438.68120421,1950812.42907506
-1605593.72530001,1611123.2006917
-1321652.58380868,1447556.24523485
-1498433.75779827,1635777.20801587
-1392193.71512441,1567196.5528715
-1300880.94668297,1502255.15816785
-1430031.72951951,1498290.05791402
-1421313.00961038,1502544.27551759
-856146.091978719,2172981.9825843
-1442285.98673233,1456401.3941025
-1647737.75988982,1759649.13295574
-1677899.90373764,1606219.38058086
-1294214.55789585,1513099.67921541
-796323.436471833,2360317.49784519
-1442943.53817208,1451564.10960908
-1437135.65216696,1386425.93772283
-1141646.29503568,1629435.41689819
-835951.557188995,2470493.3711975
-839993.699649264,2450037.69698133
-1628698.12340583,1673918.67151969
-1394250.87154779,1534514.08870137
-1733429.02957389,1777700.22937588
-1216547.38926845,1577696.95696294
-1507373.18988277,1725063.24129484
-1267774.86641717,1584197.25373428
-1669486.58556954,1778443.01774734
-1395358.22616455,1577585.79985512
-1422120.23864377,1651902.55047083
-1416355.34227204,1398008.75015985
-881399.484037591,1944399.33083989
-1495974.98358053,1876789.22189792
-1709325.18086191,1861724.45834978
-1681481.87736896,1734930.73374033
-1523512.54386492,1511919.11447349
-1468721.04420764,1892338.14857308
-1430418.84392448,1619006.39473818
-1503596.66337975,1721438.55953609
-1131376.70865688,1594427.63843356
-1374401.37800506,1608225.36140435
-1610471.53688949,1753088.28384794
-808574.288215699,2408268.59000998
-901984.302324093,1876555.70692258
-962210.723678041,1532304.09710564
-1344775.57175614,1546359.44373148
-1596741.45974863,1714748.19366008
-861191.703103736,2452230.22539786
-1568980.52740529,1408668.38537761
-1371706.04900587,1471249.39852685
-1186591.3534155,2165714.42808531
-1515946.00403368,1806495.49738878
-1361427.38728182,1480363.13148633
-1366633.13868846,1477244.7121047
-1624505.49448059,1696097.41601212
-869108.461640044,2084357.29308907
